Betrag,ZeitLetzteTx,EntfernungClusterzentrum,EntfernungnaechstesGeraet,letzteHandyEntsperrung,Alter,Fraud,5311,5411,5541,5812,5912,7995,6012,5813,4111,7011
6646.4,0.74,41.71,222.89,55.82,34,1,0,0,0,0,0,0,0,0,1,0
2338.79,11.85,215.22,433.81,148.91,72,0,0,0,0,0,1,0,0,0,0,0
7163.89,57.63,969.76,188.13,1.02,60,0,0,1,0,0,0,0,0,0,0,0
7564.05,10.3,92.68,28.17,67.97,51,0,0,0,0,1,0,0,0,0,0,0
626.26,13.99,25.99,140.44,39.1,46,0,0,0,0,1,0,0,0,0,0,0
330.03,0.98,75.05,412.58,111.23,49,1,0,0,0,0,0,1,0,0,0,0
8521.06,5.9,107.38,280.53,40.89,59,0,0,0,0,0,1,0,0,0,0,0
572.6,11,2.53,365.89,3.52,54,0,0,0,0,1,0,0,0,0,0,0
1680.67,7.69,748.74,394.24,37.77,23,0,0,0,0,0,0,0,1,0,0,0
9118.95,10.75,563.26,136.96,51.57,23,0,0,0,1,0,0,0,0,0,0,0
959.63,6.55,654.46,63.45,0.47,88,0,0,0,0,0,0,0,0,0,1,0
2051.74,19.97,8.25,471.18,1.16,65,0,0,0,0,0,0,0,0,0,0,1
1146.75,7.15,31.35,192.38,33.11,79,1,0,0,0,0,0,1,0,0,0,0
6081.81,0.5,79.35,174.22,25.38,63,1,0,0,0,0,0,1,0,0,0,0
7424.49,7.74,91.26,161.66,18.7,64,0,0,0,0,0,0,1,0,0,0,0
8489.6,0.95,30.18,226.97,38.6,66,0,0,0,0,0,0,0,1,0,0,0
2347.12,0.23,27.18,358.92,30.92,43,0,0,0,0,1,0,0,0,0,0,0
944.2,6.09,15.8,470.5,6.51,53,0,0,0,0,0,1,0,0,0,0,0
8933.12,2.57,880.29,482.84,37.98,79,1,0,0,0,0,1,0,0,0,0,0
3001.2,3.91,5.26,184.06,17.74,44,0,0,0,1,0,0,0,0,0,0,0
8017.77,11.24,90.71,236.5,59.84,82,0,1,0,0,0,0,0,0,0,0,0
9467.9,21.68,229.52,166.46,66.34,21,1,0,0,0,0,0,0,1,0,0,0
176.24,1.52,11.86,308.44,84.95,23,0,0,0,0,0,0,0,0,0,1,0
6112.59,15.68,71.52,136.63,40.34,34,0,0,0,0,0,0,0,0,0,1,0
7531.69,2.09,29.79,473.34,8.61,72,1,0,0,0,0,1,0,0,0,0,0
6064.22,18.13,25.26,416.16,9.02,69,0,0,1,0,0,0,0,0,0,0,0
7803.46,19.41,85.02,31.52,116.46,53,0,1,0,0,0,0,0,0,0,0,0
8972.83,26.62,96.43,346.69,69.79,82,1,0,0,0,0,0,1,0,0,0,0
1455.47,13.76,48.91,281.13,22.22,54,0,0,0,0,0,0,0,1,0,0,0
2862.82,5.96,89.28,336.39,24.68,34,0,0,0,0,0,0,0,0,1,0,0
1705.39,3.25,44.78,273.19,30.72,71,0,0,0,0,0,1,0,0,0,0,0
1542,14.16,23.57,128.9,14.76,88,0,0,0,0,0,0,0,0,0,1,0
5141.56,12.7,22.47,363.39,0.67,31,1,0,0,0,0,1,0,0,0,0,0
6077.07,0.34,25.54,478.19,4.15,66,0,0,0,0,0,0,0,1,0,0,0
4383.62,9.92,23.6,361.44,9.05,25,0,0,0,0,1,0,0,0,0,0,0
8383.01,4.3,85.38,165.73,8.55,48,0,0,0,0,0,1,0,0,0,0,0
5242.76,8.57,62.23,103.61,48.4,79,1,0,0,0,0,0,0,0,1,0,0
4139.07,16.02,21,107.45,76.07,26,0,0,0,0,0,0,0,0,0,1,0
6381.8,7.81,1.32,255.31,40.14,55,0,0,0,0,0,0,0,0,1,0,0
8051.55,11.46,58.33,285.52,32.95,32,0,0,1,0,0,0,0,0,0,0,0
8079.09,0.02,629.72,241.84,36.58,58,0,0,0,0,0,0,0,0,0,0,1
1790.27,8.4,3.04,205.59,33.72,25,0,1,0,0,0,0,0,0,0,0,0
710.35,7.56,69.72,127.02,4.08,30,0,0,0,0,0,0,0,0,0,0,1
6568.76,12.52,52.69,277.94,8.03,70,0,0,0,1,0,0,0,0,0,0,0
3663.59,0.13,82.38,332.9,13.78,43,0,0,0,0,0,1,0,0,0,0,0
7132.48,22.14,733.76,230.43,6.86,80,0,0,0,0,0,0,0,1,0,0,0
4752.75,4.71,66.85,291.6,61.2,41,1,0,0,0,1,0,0,0,0,0,0
6769.07,17.23,52.67,209.5,25.35,20,0,0,0,0,0,1,0,0,0,0,0
2382.52,2.74,50.2,333.33,46.12,69,0,1,0,0,0,0,0,0,0,0,0
4956.52,25.22,28.47,483.85,13.71,63,0,1,0,0,0,0,0,0,0,0,0
4775.07,0.03,26.62,83.2,98.75,75,0,0,0,1,0,0,0,0,0,0,0
902.44,44.32,40.26,387.52,13.38,48,0,0,0,0,0,0,0,0,1,0,0
7274.39,18.44,17.01,217.06,17.91,81,0,0,0,0,0,0,0,1,0,0,0
8631.12,3.49,378.26,443.49,27.21,43,0,0,0,0,0,0,0,0,1,0,0
80.8,21.3,763.66,58.63,13.28,65,1,0,1,0,0,0,0,0,0,0,0
5808.23,3.4,96.74,269.17,3.55,75,0,0,0,0,0,0,0,0,0,1,0
6482.92,0.25,90.01,301.57,8.97,35,0,0,0,0,0,0,0,0,0,0,1
8110.57,4.13,84.85,195.63,8.51,57,0,0,0,0,1,0,0,0,0,0,0
4304.25,1.71,911.09,158.77,130.28,20,1,0,0,0,0,0,1,0,0,0,0
5064.61,16.54,59.1,250.59,46.66,70,0,0,0,0,0,0,0,0,0,0,1
4054.33,12.41,5.9,472.71,5.63,89,1,0,0,0,0,0,0,0,0,1,0
7758.67,16.03,36.78,56.66,3.71,64,0,0,0,0,0,0,0,1,0,0,0
3155.47,6.81,88.73,493.77,170.17,37,0,0,0,0,0,1,0,0,0,0,0
2039.57,10.48,619.3,314.67,33.28,82,1,0,0,0,0,0,0,0,0,1,0
3301.98,6.18,85.18,480.88,2.15,72,0,0,0,0,0,0,0,0,0,1,0
6766.43,18.87,50.21,366.31,1.36,52,0,0,0,1,0,0,0,0,0,0,0
4816.14,0.24,299.19,411.97,5.35,65,0,0,0,0,0,0,0,1,0,0,0
7684.19,20.99,170.54,329.19,36.75,74,1,0,0,0,0,0,1,0,0,0,0
6578.13,0.05,87.9,360.61,45.18,88,0,0,0,0,0,0,0,1,0,0,0
2752.11,1.49,80.43,71.36,80.32,60,1,1,0,0,0,0,0,0,0,0,0
3591.61,21.18,814.24,229.75,7.01,48,0,0,0,0,0,0,0,0,0,1,0
4594.6,11.98,67.26,431.46,14.9,63,0,0,1,0,0,0,0,0,0,0,0
3601.13,5.72,543.17,302.76,5.33,87,1,0,1,0,0,0,0,0,0,0,0
5277.44,2.94,75.73,346.89,33.26,34,0,0,0,0,0,0,0,0,0,1,0
8677.85,13.71,59.08,221.01,12.21,18,0,1,0,0,0,0,0,0,0,0,0
922.26,3.05,81.97,410.07,9.82,61,0,0,0,0,0,0,0,1,0,0,0
230.2,12.34,38.78,478.65,66.03,49,0,0,0,0,0,0,0,1,0,0,0
5926.67,0.88,80.18,38.2,10.52,31,1,0,0,0,0,0,1,0,0,0,0
9748.07,18.12,15.97,367.01,2.66,20,0,0,0,1,0,0,0,0,0,0,0
9862.12,5.01,62.56,244.68,21.42,59,0,0,0,1,0,0,0,0,0,0,0
6058.49,21.49,19.52,440.45,24.19,60,1,0,0,0,0,0,1,0,0,0,0
8913,28.35,16.66,270.25,13.64,48,0,0,0,0,0,0,0,0,0,1,0
5925.95,5.91,49.64,166.56,4.4,34,0,0,0,0,0,0,0,0,1,0,0
7687.29,23.51,11.79,323.85,29.52,27,1,0,0,0,0,0,1,0,0,0,0
5573.7,3.78,99.39,172.3,16.66,37,0,0,0,0,0,0,0,1,0,0,0
7211.06,9.93,10.6,464.08,13.25,26,0,0,1,0,0,0,0,0,0,0,0
7434.49,7.02,73.35,197.03,115.07,49,1,0,0,0,0,0,1,0,0,0,0
2254.92,8.64,43.49,372.62,24.06,22,1,0,0,0,0,0,0,0,0,0,1
2869.89,3.86,3.22,118.91,23.47,26,0,1,0,0,0,0,0,0,0,0,0
8481.01,11.3,80.77,314.54,34,28,0,1,0,0,0,0,0,0,0,0,0
9046.23,0.37,80.11,30.1,2.89,71,0,0,0,0,0,1,0,0,0,0,0
5694.41,0.1,88.83,236.42,15.97,68,0,0,0,0,0,0,1,0,0,0,0
3343.76,0.28,68.28,318.93,18.69,18,0,0,0,0,0,1,0,0,0,0,0
8758.05,14.83,365.69,492.29,17.9,60,0,0,0,0,0,1,0,0,0,0,0
8016.12,3.9,12.03,275.59,3.05,82,0,0,0,0,0,0,0,0,1,0,0
3290.33,9.22,96.76,365.03,12.36,28,0,0,0,0,0,0,0,1,0,0,0
269.02,1.25,84.48,107.46,3.79,72,0,0,0,0,0,1,0,0,0,0,0
4523.15,2.58,1.51,354.73,46.87,36,1,0,1,0,0,0,0,0,0,0,0
3148.74,25.12,358.55,263.02,6.09,52,0,0,0,0,0,0,0,0,1,0,0
8201.36,10.48,89.82,170.85,1.11,65,0,0,0,0,0,0,0,0,0,0,1
7693.4,7.28,659.88,127.43,2.93,35,0,0,0,0,0,0,0,1,0,0,0
7020.97,2.12,78.11,250.88,66.12,27,0,0,0,0,0,0,0,0,0,1,0
3730.58,3.94,19.45,24.27,2.26,40,0,0,0,0,0,0,0,1,0,0,0
1395.26,0.04,25.94,42.14,2.45,33,0,0,1,0,0,0,0,0,0,0,0
3276.71,15.61,89.11,154.12,52.59,22,0,0,0,0,0,1,0,0,0,0,0
8991.99,1.79,38.1,234.84,12.66,74,0,0,0,0,0,0,0,0,0,1,0
8487.56,18.44,6.59,131.2,21.87,36,0,0,0,0,0,1,0,0,0,0,0
1724.71,14.59,40.35,415.06,63.64,45,0,0,0,1,0,0,0,0,0,0,0
9914.19,5.79,60.22,271.59,15.99,53,0,0,1,0,0,0,0,0,0,0,0
6314.98,19.93,15.56,195.63,38.48,20,0,0,0,0,0,0,0,0,0,0,1
1847.73,14.84,93.59,130.98,18.27,82,0,0,0,0,1,0,0,0,0,0,0
7043.26,0.85,95.33,246.99,35.64,69,0,0,0,0,0,0,0,1,0,0,0
1743.06,4.62,86.68,286.64,12.87,32,0,1,0,0,0,0,0,0,0,0,0
7359.52,11.52,5,428.15,20.2,22,0,0,1,0,0,0,0,0,0,0,0
6841.32,7.57,1.47,191.59,15.45,51,0,0,0,1,0,0,0,0,0,0,0
8927.06,24.26,90.97,192.74,2.05,73,0,0,0,0,0,0,0,1,0,0,0
9781.59,8.32,92,189.14,74.22,40,1,0,0,0,0,0,0,0,1,0,0
1641,16.1,91.09,443.13,61.65,39,0,0,0,0,1,0,0,0,0,0,0
6724.44,6.38,11.12,105.16,29.56,83,0,0,0,0,1,0,0,0,0,0,0
2949.21,1.56,38.06,398.74,6.79,86,0,0,0,1,0,0,0,0,0,0,0
784.61,3.05,92.33,276.77,15.38,34,1,0,0,0,0,0,1,0,0,0,0
2899.08,16.34,20.64,117.21,6.65,74,0,0,0,0,0,0,0,0,1,0,0
840.53,11.88,417.72,2.01,18.4,22,1,0,0,0,0,0,1,0,0,0,0
5927.29,26.01,85.38,237.01,34.11,87,0,0,1,0,0,0,0,0,0,0,0
57.83,2.99,99.01,362.64,29.59,72,0,0,0,0,0,0,0,0,1,0,0
6182.11,9.55,2.19,379.77,43.33,86,1,0,0,0,0,1,0,0,0,0,0
7107.96,2.28,93.25,423.16,11.19,64,1,0,0,0,0,0,1,0,0,0,0
8735.46,13.93,47.3,483.15,51.51,76,1,0,1,0,0,0,0,0,0,0,0
1495.38,32.92,677.9,109.66,4.52,80,1,1,0,0,0,0,0,0,0,0,0
7997.01,18.99,80.48,9.64,31.69,49,0,1,0,0,0,0,0,0,0,0,0
8621.01,2.67,29.94,405.98,49.6,33,1,0,0,0,0,0,0,1,0,0,0
8554.92,3.24,20.23,103.17,60.29,65,0,0,0,0,0,0,0,1,0,0,0
8761.03,8.88,74.29,130.29,9.85,20,0,0,0,0,0,0,1,0,0,0,0
9529.73,14.3,99.95,492.11,5.59,50,1,0,0,0,0,0,0,0,0,0,1
4792.01,4.92,46.85,399.54,14.66,29,0,0,0,0,0,0,0,1,0,0,0
2722.54,14.55,60.97,24.42,44.99,28,0,0,0,0,0,0,0,0,0,1,0
7137.89,10.49,995.84,493.45,51.71,82,1,0,0,0,0,0,1,0,0,0,0
2447.22,10.54,83.66,31.2,16.46,19,0,0,1,0,0,0,0,0,0,0,0
5088.27,14.01,20.9,19.31,14.67,41,0,0,1,0,0,0,0,0,0,0,0
5828.26,16.47,67.39,284.72,17.21,26,1,0,0,0,0,0,1,0,0,0,0
7119.29,3.82,90.64,343.67,14.57,49,0,0,0,1,0,0,0,0,0,0,0
7563.49,9.9,17.7,27.86,14.4,54,0,1,0,0,0,0,0,0,0,0,0
9981.79,14.97,245.29,480.62,1.16,55,0,0,0,1,0,0,0,0,0,0,0
9160.99,10.7,35.54,403.63,25.02,30,0,0,0,0,1,0,0,0,0,0,0
2701.55,14.57,46.45,140,18.11,19,0,0,0,0,0,1,0,0,0,0,0
9087.94,17.85,74.78,301,50.76,61,0,0,0,1,0,0,0,0,0,0,0
9168.2,11,45.99,58.83,90.19,43,0,0,0,0,1,0,0,0,0,0,0
9485.53,0.24,39.71,467.77,21.05,62,1,0,0,0,0,0,0,0,0,1,0
7018.17,0.47,853.8,183.3,48.66,30,1,0,0,1,0,0,0,0,0,0,0
5959.62,7.94,97.09,285.94,26.36,55,0,0,0,0,1,0,0,0,0,0,0
3782.96,9.99,97.88,112.02,1.81,19,0,0,0,0,0,0,1,0,0,0,0
3888.89,15.08,932.3,103.89,8.95,50,0,0,0,0,0,1,0,0,0,0,0
6188.95,16.74,22.48,431.44,32.39,70,0,0,0,0,0,0,0,0,1,0,0
7917.8,3.69,74.9,220.42,1.35,54,0,1,0,0,0,0,0,0,0,0,0
2938.31,14.77,50.1,195.66,3.83,87,0,0,1,0,0,0,0,0,0,0,0
5719.24,16.62,38.1,421.91,0.55,66,1,0,0,0,0,0,1,0,0,0,0
4629.42,24.58,99.09,195.35,21.64,54,1,0,0,0,0,0,1,0,0,0,0
5671.35,3.51,61.16,265.91,26.04,44,0,0,0,0,0,0,0,0,0,1,0
5774.63,3.38,53.63,331.8,15.06,62,0,0,0,0,0,1,0,0,0,0,0
8963.56,5.79,41.96,183.06,41.89,60,0,0,0,0,0,0,0,0,1,0,0
637.33,3.61,96.14,410.06,4.53,23,0,0,0,0,0,0,0,0,0,0,1
5804.54,13.79,72.17,269.07,14.93,31,0,0,0,1,0,0,0,0,0,0,0
8199.42,8.89,885.08,377.38,28.13,75,1,0,0,0,1,0,0,0,0,0,0
5877.71,7.3,66.22,413.7,6.6,54,0,0,0,0,0,0,0,0,0,0,1
4219.97,5.85,90,110.47,41.04,58,0,0,0,0,1,0,0,0,0,0,0
2935.86,2.98,36.54,427.88,15.73,29,1,0,0,0,1,0,0,0,0,0,0
9775.7,4.84,77.56,60.88,13.74,67,0,0,0,0,0,0,0,1,0,0,0
1421.65,1.04,30.35,35.04,2.67,59,0,0,0,0,0,0,0,1,0,0,0
3226.22,7.48,71.09,376.28,107.31,46,0,0,1,0,0,0,0,0,0,0,0
3861.12,0.2,50.59,56.43,104.01,89,0,0,0,0,0,0,0,1,0,0,0
4662.99,7.88,875.27,297,1.87,35,0,1,0,0,0,0,0,0,0,0,0
5423.92,3.16,33.67,39.11,5.13,87,0,0,0,0,0,1,0,0,0,0,0
7945.28,2.4,84.23,312.21,57.89,55,1,0,0,0,0,1,0,0,0,0,0
7765.17,6.02,17.97,419.65,36.15,56,0,0,0,1,0,0,0,0,0,0,0
1220.95,9.84,876.52,43.08,44.41,57,0,0,0,0,0,0,0,0,0,1,0
6628.48,9.14,44.96,479.29,12.56,51,0,0,0,0,0,0,0,1,0,0,0
8880.1,8.91,89.52,107.14,23.43,78,0,0,0,1,0,0,0,0,0,0,0
431.81,20.99,3.14,421.3,11.9,56,0,0,0,0,0,1,0,0,0,0,0
6861.13,21.75,398.26,329.34,79.86,18,1,1,0,0,0,0,0,0,0,0,0
4544.49,21.2,19.18,134.79,38.27,58,0,0,0,0,0,0,0,1,0,0,0
4767.5,7.94,66.2,47.15,2.01,21,0,0,0,0,0,0,0,0,0,0,1
9905.85,3.4,79.81,1.11,73.95,43,0,0,0,0,0,0,0,1,0,0,0
971.87,1,770.35,387.5,24.23,30,0,0,0,0,1,0,0,0,0,0,0
671.9,8.29,69.57,411.53,4.2,20,0,0,1,0,0,0,0,0,0,0,0
8995.92,1.97,67.73,133.92,1.24,64,0,0,0,0,0,1,0,0,0,0,0
4754.71,4.08,59.49,203.4,51.98,86,0,0,0,0,0,0,0,1,0,0,0
3084.1,23.77,260.06,56.75,90.56,48,0,0,1,0,0,0,0,0,0,0,0
5910.37,2.73,84.86,437.61,18.6,52,0,1,0,0,0,0,0,0,0,0,0
3736.1,7.6,102.44,139.45,13.11,27,0,0,0,0,0,0,0,0,1,0,0
4953.19,15.62,31.8,493.87,8.03,21,0,0,0,0,0,0,0,0,0,0,1
5513.53,0.96,387.61,387.65,35.96,18,0,0,0,0,1,0,0,0,0,0,0
6934.06,6.06,80.51,491.07,27.28,74,1,0,0,1,0,0,0,0,0,0,0
1956.31,9.94,57.98,386,16.22,69,1,0,0,0,0,0,0,0,0,0,1
7959.45,7.88,79.06,261.78,7.18,46,1,1,0,0,0,0,0,0,0,0,0
8486.77,6.28,74.73,157.2,31.11,89,0,0,0,1,0,0,0,0,0,0,0
1709.01,38.46,46.52,143.39,4.29,85,1,0,0,0,0,0,1,0,0,0,0
4913.2,14.02,5.55,377.82,82.57,41,0,0,0,0,0,0,0,0,0,1,0
3268.37,2.24,65.76,113.8,106.7,40,0,0,0,0,0,1,0,0,0,0,0
2251.65,1.34,72.43,21,6.78,82,0,0,0,0,0,0,0,0,0,0,1
3214.57,1.7,84.5,206.25,4.08,67,0,0,1,0,0,0,0,0,0,0,0
7083.62,10.83,76.14,157.85,98.12,62,0,0,0,0,0,0,1,0,0,0,0
9807.01,15.84,97.31,211.61,0.49,26,0,0,0,0,0,0,0,1,0,0,0
8760.29,2.79,25.35,7.61,25.28,34,0,0,0,0,0,0,0,1,0,0,0
479.58,33.84,75.24,492.89,51.69,55,0,1,0,0,0,0,0,0,0,0,0
1096.76,12.37,519.01,339.1,5.58,21,0,0,0,0,0,1,0,0,0,0,0
4094.31,7.36,48.12,330.82,31.05,48,1,0,0,0,0,0,0,0,0,1,0
9203.12,5.93,96.79,471.4,10,23,0,0,0,0,1,0,0,0,0,0,0
319.15,9.61,267.91,361,4.36,59,0,0,0,1,0,0,0,0,0,0,0
4550.95,19.2,85.55,488.66,12.34,40,1,0,0,0,0,1,0,0,0,0,0
9969.13,16.8,57.51,49.94,11.81,28,0,1,0,0,0,0,0,0,0,0,0
3385.82,0.54,932.87,341.56,39.46,77,1,0,0,1,0,0,0,0,0,0,0
9419.71,14.78,27.59,381.61,4.87,32,0,0,0,0,0,0,0,0,0,1,0
8305.48,2.56,47.47,335.5,0.68,48,0,0,0,0,0,0,0,0,1,0,0
167.6,28.32,67.74,212.28,51.07,58,0,0,0,0,1,0,0,0,0,0,0
2492.42,6.74,67.77,48.79,2.6,34,0,0,1,0,0,0,0,0,0,0,0
1847.5,1.65,77.4,241.22,139.46,67,0,0,0,0,0,0,0,0,0,1,0
3644.32,2.7,264.28,137.48,39.7,78,0,0,0,0,0,0,0,1,0,0,0
8896.17,0.37,76.57,453.06,3.62,57,0,0,0,0,0,1,0,0,0,0,0
751.53,44.23,4.41,177.2,53.58,32,1,0,0,0,0,0,1,0,0,0,0
1817.6,5.55,35.69,45.09,8.5,84,0,0,0,0,0,0,0,0,1,0,0
556.6,3.2,63.24,65.08,28.69,24,0,0,0,1,0,0,0,0,0,0,0
9295.18,6.95,270.87,18.44,41.37,20,0,0,0,0,1,0,0,0,0,0,0
1239.18,7.48,79.17,241,29.43,75,0,0,0,0,0,0,0,0,0,1,0
7075.03,1.58,14.34,294.46,6.21,22,0,0,0,0,0,0,0,1,0,0,0
3986.33,4.15,51.03,425.01,6.68,61,0,0,0,0,0,1,0,0,0,0,0
6422.99,37.5,759.89,177.23,24.44,35,0,0,0,0,1,0,0,0,0,0,0
4454.33,12.39,24.85,130.54,8.52,79,0,0,0,1,0,0,0,0,0,0,0
900.25,6.57,71.87,25.04,17.54,68,0,0,0,0,0,1,0,0,0,0,0
680.33,44.57,73.24,92.63,8.99,61,1,0,0,0,0,0,1,0,0,0,0
3057.4,3.01,846.66,172.06,6.88,73,0,0,0,0,0,1,0,0,0,0,0
877.9,47.73,46.69,198.44,1.4,22,1,0,0,0,0,0,1,0,0,0,0
6098.14,3.69,81.54,34.9,103.65,81,0,0,0,0,0,0,0,0,0,0,1
358.29,13.57,14.92,217.58,6.71,31,0,0,0,0,1,0,0,0,0,0,0
3427.44,5.04,18.53,156.53,4.35,87,0,0,0,0,0,0,1,0,0,0,0
6394.4,17.89,54.77,282.55,37.26,28,0,0,0,0,0,0,0,1,0,0,0
4151.38,12.64,80.54,337.7,10.41,83,0,0,0,0,0,0,0,0,0,1,0
3186.93,11.27,78.68,438.83,35.98,84,0,0,0,0,0,0,0,0,0,0,1
4632.56,31.46,851.97,370.29,0.26,84,1,0,0,0,0,0,0,0,0,1,0
3405.5,1.44,90.19,14.49,67.12,67,0,0,0,0,0,0,0,0,0,0,1
8224.95,0.94,203.68,377.78,17.07,49,0,0,0,1,0,0,0,0,0,0,0
627.08,30.65,242.83,277.69,31.01,34,0,1,0,0,0,0,0,0,0,0,0
4944.16,18.48,299.77,317.46,58.16,21,0,1,0,0,0,0,0,0,0,0,0
4755.96,4.86,199.93,429.18,1.44,55,1,0,0,0,0,0,0,0,0,0,1
3101.44,1.68,84.53,51.96,21.14,57,0,0,0,0,0,0,0,0,0,0,1
5853.17,5.59,47.03,203.49,51.19,76,0,0,0,0,0,0,0,0,1,0,0
9057.27,4.39,58.73,264.59,127.56,50,0,0,0,0,1,0,0,0,0,0,0
333.96,11.14,646.68,210.94,105.09,79,0,0,1,0,0,0,0,0,0,0,0
1649.45,11.74,94.9,246.13,21.33,81,0,1,0,0,0,0,0,0,0,0,0
3686.93,8.66,489.51,300.32,57.08,48,1,0,0,0,0,0,1,0,0,0,0
7489.21,0.64,173.91,184.52,68.46,34,0,0,0,0,0,1,0,0,0,0,0
9427.96,8.11,700.56,469.72,103.9,87,0,0,0,0,0,0,0,0,0,0,1
2062.58,2.14,44.68,223.93,68.25,28,1,0,0,1,0,0,0,0,0,0,0
3274.61,4.5,36.7,264.02,0.86,27,0,0,0,1,0,0,0,0,0,0,0
6136.62,0.76,37.9,120.66,11.43,56,0,0,0,0,0,0,0,0,0,0,1
5243.8,8.65,43.77,298.17,13.22,66,0,0,0,1,0,0,0,0,0,0,0
4835,24.3,20.98,309.72,10.52,37,1,0,0,0,0,0,0,1,0,0,0
3212.38,6.43,77.51,156.58,0.54,51,0,0,0,0,0,0,0,0,0,0,1
5561.14,6.69,97.22,233.06,2.62,28,0,0,1,0,0,0,0,0,0,0,0
6700.02,6.52,33.11,100.25,15.74,39,0,0,0,0,0,0,0,0,1,0,0
9507.24,8.73,73.63,32.33,45.72,64,0,0,0,0,0,0,0,0,0,0,1
636.2,0.54,42.89,152.37,17.18,45,0,0,1,0,0,0,0,0,0,0,0
3621.69,6.94,94.93,394.88,21,47,0,0,0,0,0,0,0,0,1,0,0
4736.54,9.59,6.2,449.23,3.83,29,0,0,0,0,0,0,1,0,0,0,0
5614.56,0.58,93.75,426.85,9.68,61,0,0,0,0,0,0,0,0,0,1,0
6527.98,46.15,46.22,213.97,56.81,28,1,0,0,0,0,0,1,0,0,0,0
692.79,5,93.07,438.06,36.64,37,0,0,0,1,0,0,0,0,0,0,0
6513.2,7.3,29.56,40.24,10.36,20,0,0,0,0,1,0,0,0,0,0,0
6360.05,5.79,85.76,129.71,17.11,20,0,0,0,0,0,0,0,1,0,0,0
3780.28,5.25,60.76,345.73,4.24,21,0,0,0,0,0,1,0,0,0,0,0
8181.85,2.92,9.07,88.41,45.97,64,1,0,0,0,0,0,0,0,0,1,0
826.99,17.81,491.39,448.03,5.93,51,1,0,0,0,0,1,0,0,0,0,0
6912.05,4.67,10.65,207.65,19.39,29,0,0,0,0,0,0,0,1,0,0,0
3112.2,7.52,18.73,257.29,31.99,81,0,0,0,0,0,0,0,0,0,1,0
7157.54,17.5,11.71,282.03,1.95,55,0,0,0,0,0,0,0,0,0,0,1
1768.87,15.82,51.49,458.51,12.31,46,1,0,0,0,0,0,0,0,0,0,1
6706.02,4.34,57.37,324.26,10.02,26,1,0,0,0,0,0,1,0,0,0,0
6077.3,12.95,46.68,326.1,14.76,87,1,0,1,0,0,0,0,0,0,0,0
449.57,22.19,259.4,481.12,42.19,25,0,0,0,0,0,0,0,0,0,0,1
3106.48,16.81,99.1,468.7,10.38,56,0,0,0,0,0,0,0,0,1,0,0
6420.66,7.78,206.73,225.23,10.31,72,1,0,0,0,1,0,0,0,0,0,0
4284.07,1.91,53.99,80.25,12.75,84,0,0,0,0,0,0,0,1,0,0,0
9137.5,13.86,98.84,85.34,10.2,42,0,1,0,0,0,0,0,0,0,0,0
842.89,0.08,43.54,411.72,56.59,65,0,0,0,0,0,0,0,0,0,1,0
2734.23,12.05,564.09,492.77,12.11,45,1,0,0,0,0,0,1,0,0,0,0
8835.34,3.18,720.18,11.08,154.13,68,1,0,0,0,0,0,0,0,0,0,1
867.91,47.2,15.15,88.64,4.93,58,1,0,0,0,0,0,0,0,1,0,0
7039.06,3.29,82.25,279.67,52.44,73,0,0,0,0,0,0,0,1,0,0,0
3853.78,4.49,614.8,227.25,15.31,30,0,0,0,0,0,0,0,0,0,1,0
707.6,1.91,240.6,66.84,12.98,44,0,0,0,0,0,0,0,0,0,1,0
5363.5,6.34,16.8,363.35,6.52,64,0,1,0,0,0,0,0,0,0,0,0
9726.16,2.71,286.23,402.33,28.47,64,1,0,0,1,0,0,0,0,0,0,0
7639.97,3.28,84.65,217.81,0.43,64,0,0,0,0,0,0,0,1,0,0,0
5335.18,0.09,60.74,343.26,31.68,79,1,0,0,0,0,0,1,0,0,0,0
5053.06,1.83,50.4,304.71,22.3,51,0,0,0,0,0,1,0,0,0,0,0
8357.62,4.26,69.68,440.73,9.64,85,0,0,0,0,0,0,0,1,0,0,0
6984.86,1.27,19.62,251.55,60.96,71,1,0,0,1,0,0,0,0,0,0,0
2324.02,7.6,96.77,412.92,31.13,39,0,0,0,0,0,0,1,0,0,0,0
5937.09,25.25,70.12,375.69,22.24,88,1,0,0,0,0,0,0,0,0,0,1
5080.71,11.09,839.92,10,6.4,87,0,0,0,0,0,1,0,0,0,0,0
2892.98,0.2,70.39,60.79,6.88,65,0,0,0,0,0,0,0,0,0,1,0
7360.85,8.47,97.32,181.6,14.85,83,0,0,1,0,0,0,0,0,0,0,0
9569.15,14,63.29,176.02,3.5,32,0,0,0,0,0,1,0,0,0,0,0
8780.35,13.31,65.35,157.66,32.66,84,0,0,0,1,0,0,0,0,0,0,0
5776.62,0.6,679.21,117.41,23.28,53,0,1,0,0,0,0,0,0,0,0,0
7521.14,7.24,30.9,25.97,17.93,60,0,0,0,1,0,0,0,0,0,0,0
5952.79,0.57,42.74,20.33,79.73,68,0,0,1,0,0,0,0,0,0,0,0
5402.34,10.34,362.06,375.82,11.54,85,0,0,1,0,0,0,0,0,0,0,0
760.26,7.9,337.59,92.67,6.61,50,1,0,0,0,0,1,0,0,0,0,0
5528.37,7.54,28.65,4.03,4.79,23,0,0,0,1,0,0,0,0,0,0,0
7255.45,13.18,711.77,430.66,31.48,83,1,0,0,1,0,0,0,0,0,0,0
